station,date,pm25_mean,pm25_max,pm25_valid_hours,hours_pm25_ge_25,pm10_mean,pm10_max,humidity_mean,temperature_mean,wind_speed_mean,pressure_mean,rainfall_total,wind_dir_sin_mean,wind_dir_cos_mean,year,month
Palmerston,2018-01-19,,,17,,9.350416666666666,20.06,,29.354583333333334,1.51,1001.1341666666667,20.099999999999998,0.25169838610252576,0.2586594252139538,2018,1
Palmerston,2018-01-20,2.221904761904762,5.52,21,,8.9625,22.07,,29.993750000000002,2.120833333333333,998.2866666666667,0.4,-0.09166555864573596,0.007424484595563677,2018,1
Palmerston,2018-01-21,1.6561904761904762,4.83,21,,9.13125,26.11,,30.739166666666666,3.00625,995.2783333333333,19.4,-0.348564837284006,-0.4097508237365009,2018,1
Palmerston,2018-01-22,,,16,,9.959545454545456,17.49,,29.859166666666667,3.7608333333333337,996.13875,36.0,-0.25166042427748664,-0.7899597861387847,2018,1
Palmerston,2018-01-23,1.9985,3.79,20,,10.081666666666665,26.59,,29.99416666666667,2.9470833333333335,996.9575,8.0,-0.44207949375517236,-0.49645224514498604,2018,1
Palmerston,2018-01-24,2.3085,5.32,20,,12.456666666666665,28.43,,31.721249999999998,3.858333333333333,997.9170833333333,5.699999999999999,-0.5066059480596731,-0.760975318870896,2018,1
Palmerston,2018-01-25,1.8408695652173912,3.89,23,,12.350416666666668,26.0,,30.017916666666668,3.1512499999999997,990.1158333333333,31.3,-0.34866708541726904,-0.2152886749412648,2018,1
Palmerston,2018-01-26,4.835714285714285,7.4,21,,22.248695652173915,42.02,,31.265,4.77875,995.0341666666667,20.200000000000003,-0.7621606914856686,-0.5139388697454251,2018,1
Palmerston,2018-01-27,3.1331818181818183,6.51,22,,17.633181818181818,33.83,,28.388823529411766,3.2600000000000002,990.5,103.3,-0.6950421211157147,0.04577276582078921,2018,1
Palmerston,2018-01-28,2.1055,4.3,20,,13.258260869565218,28.43,,27.508333333333336,3.6816666666666666,991.3408333333333,80.89999999999999,-0.6786494479027761,-0.07282799235746032,2018,1
Palmerston,2018-01-29,3.4910000000000005,7.59,20,,18.615,32.11,,27.729583333333334,4.076666666666667,990.9520833333332,111.5,-0.6632889587521275,-0.3297835336903006,2018,1
Palmerston,2018-01-30,6.512083333333333,14.97,24,0.0,23.165217391304346,45.89,,28.487916666666667,1.9004166666666666,997.7404166666666,49.2,-0.48468906682267204,0.19222627926977517,2018,1
Palmerston,2018-01-31,4.228181818181818,7.83,22,,19.110833333333332,36.3,,30.096666666666664,3.02875,999.7354166666668,6.3,-0.5587933470330066,-0.1838126791628926,2018,1
Palmerston,2018-02-01,4.58625,9.57,24,0.0,17.181818181818183,31.78,,30.955416666666665,3.0850000000000004,1001.0308333333334,1.3,-0.7689425550630848,-0.32156653480020786,2018,2
Palmerston,2018-02-02,4.3525,5.96,24,0.0,19.05125,26.05,,32.24208333333333,4.144583333333333,1003.2770833333334,0.0,-0.588259682458827,-0.7935087801333823,2018,2
Palmerston,2018-02-03,2.6508333333333334,5.0,24,0.0,14.542272727272728,25.3,,31.02208333333333,3.6962500000000005,1001.7912500000001,2.3,-0.4774459043253197,-0.8583541465051469,2018,2
